w_id,file_name,line_no,word_no,word,pos_contributor_1,pos_contributor_2,pos_contributor_3,fpos,fner
43788,File-04,202,58,রিতা,SYM,NN,SYM,SYM,O
43789,File-04,202,59,",",NNP,Unk,Unk,NNP,PER
43790,File-04,202,60,সালাহউদ্দিন,NNP,SYM,SYM,NNP,PER
43791,File-04,202,61,আহমেদের,NN,Unk,Unk,NN,O
43792,File-04,202,62,ছেলে,NNP,Unk,Unk,NNP,PER
43793,File-04,202,63,তানভীর,NNP,NN,NN,NNP,PER
43794,File-04,202,64,আহমেদ,NNP,Unk,Unk,NNP,PER
43795,File-04,202,65,রবিন,SYM,Unk,Unk,SYM,O
43796,File-04,202,66,",",NNP,Unk,NNP,NNP,PER
43797,File-04,202,67,এসএ,NNP,SYM,NNP,NNP,PER
43798,File-04,202,68,খালেকের,NN,Unk,NN,NN,O
43799,File-04,202,69,ছেলে,NNP,Unk,Unk,NNP,PER
43800,File-04,202,70,সৈয়দ,NNP,NN,NN,NNP,PER
43801,File-04,202,71,সিদ্দিক,NN,Unk,Unk,NN,O
43802,File-04,202,72,সাজু,SYM,Unk,Unk,SYM,O
43803,File-04,202,73,",",JJ,Unk,Unk,JJ,O
43804,File-04,202,74,স্থায়ী,NN,SYM,NN,NN,O
43805,File-04,202,75,কমিটির,NN,Unk,Unk,NN,O
43806,File-04,202,76,সদস্য,NNP,Unk,Unk,NNP,PER
43807,File-04,202,77,গয়েশ্বর,NNP,Unk,NNP,NNP,PER
43808,File-04,202,78,চন্দ্র,NNP,Unk,Unk,NNP,PER
43809,File-04,202,79,রায়ের,NN,Unk,Unk,NN,O
43810,File-04,202,80,মেয়ে,NN,NNP,NN,NN,O
43811,File-04,202,81,অপর্ণা,NNP,NN,NN,NNP,PER
43812,File-04,202,82,রায়,SYM,Unk,SYM,SYM,O
43813,File-04,202,83,",",JJ,NNP,JJ,JJ,O
43814,File-04,202,84,সাবেক,JJ,SYM,SYM,JJ,O
43815,File-04,202,85,অর্থমন্ত্রী,NN,Unk,Unk,NN,O
43816,File-04,202,86,এম,NN,Unk,NN,NN,O
43817,File-04,202,87,সাইফুর,NNP,Unk,Unk,NNP,PER
43818,File-04,202,88,রহমানের,NNP,Unk,NNP,NNP,PER
43819,File-04,202,89,ছেলে,NN,Unk,NN,NN,O
43820,File-04,202,90,নাসের,NN,NN,NN,NN,O
43821,File-04,202,91,রহমান,NNP,Unk,Unk,NNP,PER
43822,File-04,202,92,",",SYM,Unk,SYM,SYM,O
43823,File-04,202,93,সাবেক,NN,SYM,NN,NN,O
43824,File-04,202,94,সংসদ,NN,Unk,NN,NN,O
43825,File-04,202,95,সদস্য,NNP,Unk,Unk,NNP,ORG
43826,File-04,202,96,ও,NN,Unk,Unk,NN,O
43827,File-04,202,97,চেয়ারপারসনের,NN,CC,CC,NN,O
43828,File-04,202,98,উপদেষ্টা,NNP,Unk,Unk,NNP,PER
43829,File-04,202,99,জয়নাল,NNP,Unk,NNP,NNP,PER
43830,File-04,202,100,আবেদিন,NN,Unk,Unk,NN,O
43831,File-04,202,101,ফারুকের,NN,Unk,Unk,NN,O
43832,File-04,202,102,মেয়ে,NN,Unk,Unk,NN,O
43833,File-04,202,103,তামান্না,SYM,NN,NN,SYM,O
43834,File-04,202,104,ফারুক,JJ,Unk,JJ,JJ,O
43835,File-04,202,105,",",NN,Unk,Unk,NN,O
43836,File-04,202,106,সাবেক,NN,SYM,SYM,NN,O
43837,File-04,202,107,মন্ত্রী,NN,Unk,Unk,NN,O
43838,File-04,202,108,মানিকগঞ্জের,NN,Unk,Unk,NN,O
43839,File-04,202,109,এম,NNP,Unk,Unk,NNP,PER
43840,File-04,202,110,শামসুল,NN,Unk,NN,NN,O
43841,File-04,202,111,ইসলাম,SYM,Unk,SYM,SYM,O
43842,File-04,202,112,খানের,CC,Unk,CC,CC,O
43843,File-04,202,113,ছেলে,JJ,Unk,JJ,JJ,O
43844,File-04,202,114,মইনুল,JJ,NN,JJ,JJ,O
43845,File-04,202,115,ইসলাম,PRP,Unk,PRP,PRP,O
43846,File-04,202,116,খান,DD,Unk,DD,DD,O
43847,File-04,202,117,শান্ত,NN,NN,NN,NN,O
43848,File-04,202,118,",",NN,JJ,NN,NN,O
43849,File-04,202,119,বিচারপতি,NNP,SYM,SYM,NNP,ORG
43850,File-04,202,120,টিএইচ,NN,Unk,Unk,NN,O
43851,File-04,202,121,খানের,NN,Unk,NN,NN,O
43852,File-04,202,122,ছেলে,NNP,Unk,Unk,NNP,PER
43853,File-04,202,123,আফজাল,NNP,NN,NN,NNP,PER
43854,File-04,202,124,এইচ,NNP,Unk,NNP,NNP,PER
43855,File-04,202,125,খান,VM,Unk,VM,VM,O
43856,File-04,202,126,",",SYM,NN,SYM,SYM,O
43857,File-04,202,127,সাবেক,JJ,SYM,SYM,JJ,O
43858,File-04,202,128,হুইপ,NN,Unk,NN,NN,O
43859,File-04,202,129,প্রয়াত,JJ,Unk,JJ,JJ,O
43860,File-04,202,130,জাহেদ,NNP,Unk,Unk,NNP,PER
43861,File-04,202,131,আলী,NNP,Unk,NNP,NNP,PER
43862,File-04,202,132,চৌধুরীর,NNP,Unk,NNP,NNP,PER
43863,File-04,202,133,ছেলে,NN,Unk,NN,NN,O
43864,File-04,202,134,ফাহিম,NNP,NN,NNP,NNP,PER
43865,File-04,202,135,চৌধুরী,NNP,Unk,NNP,NNP,PER
43866,File-04,202,136,",",SYM,Unk,SYM,SYM,O
43867,File-04,202,137,সাবেক,JJ,SYM,SYM,JJ,O
43868,File-04,202,138,এমপি,NNP,Unk,NNP,NNP,ORG
43869,File-04,202,139,আবদুল,NNP,Unk,NNP,NNP,PER
43870,File-04,202,140,আলীমের,NNP,Unk,Unk,NNP,PER
43871,File-04,202,141,ছেলে,NN,Unk,Unk,NN,O
43872,File-04,202,142,ফয়সাল,NNP,NN,NN,NNP,PER
43873,File-04,202,143,আলীম,NNP,Unk,Unk,NNP,PER
43874,File-04,202,144,",",SYM,Unk,Unk,SYM,O
43875,File-04,202,145,চৌধুরী,NNP,SYM,SYM,NNP,PER
43876,File-04,202,146,কামাল,NNP,Unk,NNP,NNP,PER
43877,File-04,202,147,ইবনে,NNP,Unk,Unk,NNP,PER
43878,File-04,202,148,ইউসুফের,NNP,Unk,Unk,NNP,PER
43879,File-04,202,149,মেয়ে,NN,Unk,NN,NN,O
43880,File-04,202,150,নায়াব,NN,NN,NN,NN,O
43881,File-04,202,151,ইউসুফ,NNP,Unk,Unk,NNP,PER
43882,File-04,202,152,প্রমুখ,JJ,Unk,Unk,JJ,O
43883,File-04,203,1,দলের,NN,Unk,Unk,NN,O
43884,File-04,203,2,সিনিয়র,NN,Unk,NN,NN,O
43885,File-04,203,3,একাধিক,NN,Unk,Unk,NN,O
43886,File-04,203,4,নেতা,NN,JJ,JJ,NN,O
43887,File-04,203,5,উত্তরাধিকার,NN,XC,XC,NN,O
43888,File-04,203,6,সূত্রে,NN,Unk,Unk,NN,O
43889,File-04,203,7,যারা,PRP,Unk,PRP,PRP,O
43890,File-04,203,8,বিএনপির,NNP,PRP,PRP,NNP,ORG
43891,File-04,203,9,রাজনীতিতে,NN,Unk,NN,NN,O
43892,File-04,203,10,যুক্ত,JJ,Unk,Unk,JJ,O
43893,File-04,203,11,হয়েছেন,VM,Unk,VM,VM,O
43894,File-04,203,12,",",SYM,VM,SYM,SYM,O
43895,File-04,203,13,তাদের,PRP,SYM,SYM,PRP,O
43896,File-04,203,14,মধ্যে,PRP,PRP,PRP,PRP,O
43897,File-04,203,15,অনেকের,JJ,NST,NST,JJ,O
43898,File-04,203,16,বিষয়ে,NN,PRP,PRP,NN,O
43899,File-04,203,17,হতাশা,NN,NN,NN,NN,O
43900,File-04,203,18,ব্যক্ত,JJ,Unk,JJ,JJ,O
43901,File-04,203,19,করেছেন,VM,Unk,Unk,VM,O
43902,File-04,203,20,।,SYM,VM,VM,SYM,O
43903,File-04,204,1,দলীয়,JJ,Unk,JJ,JJ,O
43904,File-04,204,2,নেতাকর্মীরা,NN,Unk,Unk,NN,O
43905,File-04,204,3,কিংবা,CC,Unk,CC,CC,O
43906,File-04,204,4,জাতীয়,JJ,CC,JJ,JJ,O
43907,File-04,204,5,রাজনীতিতে,NN,JJ,JJ,NN,O
43908,File-04,204,6,তারা,PRP,Unk,Unk,PRP,O
43909,File-04,204,7,কোনো,DT,PRP,DT,DT,O
43910,File-04,204,8,গ্রহণযোগ্যতাই,NN,QF,NN,NN,O
43911,File-04,204,9,তৈরি,JJ,Unk,Unk,JJ,O
43912,File-04,204,10,করতে,VM,VM,VM,VM,O
43913,File-04,204,11,পারেননি,VM,VM,VM,VM,O
43914,File-04,204,12,।,SYM,VAUX,SYM,SYM,O
43915,File-04,205,1,তারা,PRP,PRP,PRP,PRP,O
43916,File-04,205,2,বলেন,VM,VM,VM,VM,O
43917,File-04,205,3,",",SYM,SYM,SYM,SYM,O
43918,File-04,205,4,দলের,NN,Unk,NN,NN,O
43919,File-04,205,5,জাতীয়,JJ,JJ,JJ,JJ,O
43920,File-04,205,6,স্থায়ী,JJ,Unk,JJ,JJ,O
43921,File-04,205,7,কমিটির,NN,Unk,Unk,NN,O
43922,File-04,205,8,সদস্য,NN,Unk,Unk,NN,O
43923,File-04,205,9,ছিলেন,VM,VM,VM,VM,O
43924,File-04,205,10,সালাহউদ্দিন,NNP,Unk,Unk,NNP,PER
43925,File-04,205,11,কাদের,NNP,WQ,WQ,NNP,PER
43926,File-04,205,12,চৌধুরী,NNP,Unk,Unk,NNP,PER
43927,File-04,205,13,।,SYM,Unk,Unk,SYM,O
43928,File-04,206,1,সাকা,NNP,Unk,NNP,NNP,PER
43929,File-04,206,2,চৌধুরীর,NNP,Unk,NNP,NNP,PER
43930,File-04,206,3,কর্মকাণ্ড,NN,Unk,NN,NN,O
43931,File-04,206,4,নিয়ে,PSP,PSP,PSP,PSP,O
43932,File-04,206,5,নানা,JJ,JJ,JJ,JJ,O
43933,File-04,206,6,সমালোচনা,NN,NN,NN,NN,O
43934,File-04,206,7,থাকলেও,VM,VM,VM,VM,O
43935,File-04,206,8,রাজনৈতিক,JJ,Unk,Unk,JJ,O
43936,File-04,206,9,অঙ্গনে,NN,Unk,Unk,NN,O
43937,File-04,206,10,তার,PRP,PRP,PRP,PRP,O
43938,File-04,206,11,যথেষ্ট,JJ,Unk,Unk,JJ,O
43939,File-04,206,12,পরিচিতি,NN,Unk,NN,NN,O
43940,File-04,206,13,ছিল,VM,VM,VM,VM,O
43941,File-04,206,14,।,SYM,Unk,Unk,SYM,O
43942,File-04,207,1,তার,PRP,PRP,PRP,PRP,O
43943,File-04,207,2,ছেলে,NN,NN,NN,NN,O
43944,File-04,207,3,হুম্মাম,NNP,Unk,Unk,NNP,PER
43945,File-04,207,4,কাদের,NNP,WQ,NNP,NNP,PER
43946,File-04,207,5,চৌধুরীকে,NNP,Unk,Unk,NNP,PER
43947,File-04,207,6,বিএনপির,NNP,Unk,NNP,NNP,ORG
43948,File-04,207,7,জাতীয়,JJ,JJ,JJ,JJ,O
43949,File-04,207,8,নির্বাহী,JJ,Unk,JJ,JJ,O
43950,File-04,207,9,কমিটির,NN,Unk,Unk,NN,O
43951,File-04,207,10,সদস্য,NN,Unk,NN,NN,O
43952,File-04,207,11,করা,VM,VM,VM,VM,O
43953,File-04,207,12,হয়,VM,VAUX,VAUX,VM,O
43954,File-04,207,13,।,NNP,Unk,NNP,NNP,PER
43955,File-04,208,1,সাকার,NN,Unk,NN,NN,O
43956,File-04,208,2,ছেলে,NN,NN,NN,NN,O
43957,File-04,208,3,হিসাবে,JJ,PSP,JJ,JJ,O
43958,File-04,208,4,একটা,NN,QC,NN,NN,O
43959,File-04,208,5,পরিচিতি,VM,Unk,Unk,VM,O
43960,File-04,208,6,থাকলেও,NN,VM,NN,NN,O
43961,File-04,208,7,দলে,NN,Unk,Unk,NN,O
43962,File-04,208,8,যোগ্যতার,NN,Unk,NN,NN,O
43963,File-04,208,9,পরিচয়,VM,NN,NN,VM,O
43964,File-04,208,10,দিতে,VM,VM,VM,VM,O
43965,File-04,208,11,পারছেন,RP,Unk,RP,RP,O
43966,File-04,208,12,না,SYM,NEG,SYM,SYM,O
43967,File-04,208,13,।,CC,Unk,CC,CC,O
43968,File-04,209,1,তবে,NN,CC,NN,NN,O
43969,File-04,209,2,নির্বাচনের,NN,NN,NN,NN,O
43970,File-04,209,3,সময়,PRP,NN,PRP,PRP,O
43971,File-04,209,4,তার,CC,PRP,CC,CC,O
43972,File-04,209,5,বা,PRP,CC,CC,PRP,O
43973,File-04,209,6,তাদের,NN,PRP,PRP,NN,O
43974,File-04,209,7,পরিবারের,NN,NN,NN,NN,O
43975,File-04,209,8,সদস্যদের,NN,Unk,NN,NN,O
43976,File-04,209,9,উপস্থিতি,NN,Unk,Unk,NN,O
43977,File-04,209,10,চোখে,VM,NN,NN,VM,O
43978,File-04,209,11,পড়ে,SYM,VM,SYM,SYM,O
43979,File-04,209,12,।,RB,Unk,RB,RB,O
43980,File-04,210,1,প্রায়,JJ,RB,JJ,JJ,O
43981,File-04,210,2,একই,NN,JJ,NN,NN,O
43982,File-04,210,3,অবস্থা,NNP,Unk,Unk,NNP,ORG
43983,File-04,210,4,বিএনপির,JJ,Unk,JJ,JJ,O
43984,File-04,210,5,প্রয়াত,NN,Unk,NN,NN,O
43985,File-04,210,6,নেতা,NN,XC,NN,NN,O
43986,File-04,210,7,ব্রিগেডিয়ার,NN,Unk,NN,NN,O
43987,File-04,210,8,জেনারেল,SYM,Unk,Unk,SYM,O
43988,File-04,210,9,(,NN,SYM,NN,NN,O
43989,File-04,210,10,অব.,SYM,Unk,Unk,SYM,O
43990,File-04,210,11,),CC,Unk,Unk,CC,O
43991,File-04,210,12,আ,CC,SYM,SYM,CC,O
43992,File-04,210,13,স,CC,Unk,Unk,CC,O
43993,File-04,210,14,ম,NNP,Unk,Unk,NNP,PER
43994,File-04,210,15,হান্নান,NNP,Unk,NNP,NNP,PER
43995,File-04,210,16,শাহের,NN,Unk,Unk,NN,O
43996,File-04,210,17,উত্তরাধিকারীদেরও,SYM,Unk,SYM,SYM,O
43997,File-04,210,18,।,JJ,Unk,Unk,JJ,O
43998,File-04,211,1,দলীয়,NN,Unk,Unk,NN,O
43999,File-04,211,2,নেতাকর্মীদের,PSP,Unk,PSP,PSP,O
44000,File-04,211,3,কাছে,NNP,Unk,NNP,NNP,PER
44001,File-04,211,4,হান্নান,NNP,NST,NNP,NNP,PER
44002,File-04,211,5,শাহের,JJ,Unk,JJ,JJ,O
44003,File-04,211,6,ব্যাপক,NN,Unk,NN,NN,O
44004,File-04,211,7,গ্রহণযোগ্যতা,VM,Unk,Unk,VM,O
44005,File-04,211,8,থাকলেও,PRP,Unk,Unk,PRP,O
44006,File-04,211,9,সেটা,NN,VM,VM,NN,O
44007,File-04,211,10,কাজে,VM,PRP,PRP,VM,O
44008,File-04,211,11,লাগাতে,VM,NN,NN,VM,O
44009,File-04,211,12,পারেননি,PRP,VM,VM,PRP,O
44010,File-04,211,13,তিনি,SYM,VAUX,VAUX,SYM,O
44011,File-04,211,14,।,CC,PRP,PRP,CC,O
44012,File-04,212,1,তবে,JJ,Unk,Unk,JJ,O
44013,File-04,212,2,জাতীয়,NN,CC,NN,NN,O
44014,File-04,212,3,নির্বাচন,CC,JJ,CC,CC,O
44015,File-04,212,4,কিংবা,NNP,Unk,Unk,NNP,LOC
44016,File-04,212,5,গাজীপুরের,NNP,CC,NNP,NNP,LOC
44017,File-04,212,6,কাপাসিয়ায়,NN,Unk,Unk,NN,O
44018,File-04,212,7,কমিটি,NN,Unk,Unk,NN,O
44019,File-04,212,8,গঠনে,PRP,Unk,Unk,PRP,O
44020,File-04,212,9,তার,NN,Unk,Unk,NN,O
44021,File-04,212,10,তৎপরতা,VM,PRP,VM,VM,O
44022,File-04,212,11,দেখা,VM,Unk,VM,VM,O
44023,File-04,212,12,যায়,SYM,VM,SYM,SYM,O
44024,File-04,212,13,।,PRP,VAUX,PRP,PRP,O
44025,File-04,213,1,তার,CD,Unk,Unk,CD,O
44026,File-04,213,2,দুই,NN,PRP,NN,NN,O
44027,File-04,213,3,ছেলে,NNP,QC,QC,NNP,PER
44028,File-04,213,4,খোন্দকার,NNP,NN,NN,NNP,PER
44029,File-04,213,5,আবদুল,NNP,Unk,Unk,NNP,PER
44030,File-04,213,6,হামিদ,NNP,Unk,Unk,NNP,PER
44031,File-04,213,7,ডাবুল,CC,Unk,Unk,CC,O
44032,File-04,213,8,ও,NNP,Unk,NNP,NNP,PER
44033,File-04,213,9,খোন্দকার,NNP,CC,CC,NNP,PER
44034,File-04,213,10,আকবর,NNP,Unk,Unk,NNP,PER
44035,File-04,213,11,হোসেন,NNP,Unk,Unk,NNP,PER
44036,File-04,213,12,বাবলু,NNP,Unk,NNP,NNP,ORG
44037,File-04,213,13,বিএনপির,NN,Unk,NN,NN,O
44038,File-04,213,14,রাজনীতি,VM,Unk,Unk,VM,O
44039,File-04,213,15,করছেন,SYM,Unk,Unk,SYM,O
44040,File-04,213,16,।,JJ,Unk,JJ,JJ,O
44041,File-04,214,1,জাতীয়,NN,Unk,NN,NN,O
44042,File-04,214,2,নির্বাচনে,NNP,JJ,NNP,NNP,LOC
44043,File-04,214,3,মানিকগঞ্জ,SYM,Unk,SYM,SYM,O
44044,File-04,214,4,-,CD,Unk,Unk,CD,O
44045,File-04,214,5,1,NN,SYM,SYM,NN,O
44046,File-04,214,6,আসনে,NN,QC,NN,NN,O
44047,File-04,214,7,মনোনয়ন,VM,Unk,VM,VM,O
44048,File-04,214,8,পাওয়াই,CC,Unk,Unk,CC,O
44049,File-04,214,9,যেন,PRP,Unk,Unk,PRP,O
44050,File-04,214,10,তাদের,PSP,CC,CC,PSP,O
44051,File-04,214,11,কাছে,JJ,PRP,PRP,JJ,O
44052,File-04,214,12,মুখ্য,VM,NST,NST,VM,O
44053,File-04,214,13,বলে,NN,Unk,NN,NN,O
44054,File-04,214,14,মনে,VM,UT,VM,VM,O
44055,File-04,214,15,করছেন,JJ,NN,JJ,JJ,O
44056,File-04,214,16,দলীয়,NN,Unk,Unk,NN,O
44057,File-04,214,17,নেতারা,SYM,Unk,Unk,SYM,O
44058,File-04,214,18,।,NN,Unk,NN,NN,O
44059,File-04,215,1,পাশাপাশি,NN,Unk,Unk,NN,O
44060,File-04,215,2,জেলার,NN,Unk,Unk,NN,O
44061,File-04,215,3,কমিটিতে,PRP,Unk,PRP,PRP,O
44062,File-04,215,4,নিজেরা,CC,Unk,Unk,CC,O
44063,File-04,215,5,কিংবা,PRP,PRP,PRP,PRP,O
44064,File-04,215,6,তাদের,NN,CC,CC,NN,O
44065,File-04,215,7,অনুসারীদের,NN,PRP,PRP,NN,O
44066,File-04,215,8,পদ,VM,Unk,Unk,VM,O
44067,File-04,215,9,পাইয়ে,VM,Unk,Unk,VM,O
44068,File-04,215,10,দিতেই,NN,Unk,NN,NN,O
44069,File-04,215,11,তৎপরতা,VM,Unk,VM,VM,O
44070,File-04,215,12,দেখা,VM,Unk,VM,VM,O
44071,File-04,215,13,যায়,SYM,VM,VM,SYM,O
44072,File-04,215,14,।,PRP,VAUX,VAUX,PRP,O
44073,File-04,216,1,এদের,NN,Unk,Unk,NN,O
44074,File-04,216,2,ছাড়াও,JJ,PRP,PRP,JJ,O
44075,File-04,216,3,আরও,JJ,Unk,JJ,JJ,O
44076,File-04,216,4,কয়েক,NN,QF,NN,NN,O
44077,File-04,216,5,নেতা,VM,QF,VM,VM,O
44078,File-04,216,6,রয়েছেন,SYM,XC,SYM,SYM,O
44079,File-04,216,7,",",PRP,Unk,PRP,PRP,O
44080,File-04,216,8,যারা,NN,SYM,SYM,NN,O
44081,File-04,216,9,বাবার,NN,PRP,PRP,NN,O
44082,File-04,216,10,বদৌলতে,NN,NN,NN,NN,O
44083,File-04,216,11,দলে,NN,Unk,Unk,NN,O
44084,File-04,216,12,পদ,VM,Unk,Unk,VM,O
44085,File-04,216,13,পেয়েছেন,SYM,Unk,Unk,SYM,O
44086,File-04,216,14,।,NNP,VM,NNP,NNP,ORG
44087,File-04,217,1,আওয়ামী,NNP,Unk,Unk,NNP,ORG
44088,File-04,217,2,লীগের,JJ,Unk,Unk,JJ,O
44089,File-04,217,3,নারী,JJ,Unk,Unk,JJ,O
44090,File-04,217,4,বিষয়ক,NN,NN,NN,NN,O
44091,File-04,217,5,উপকমিটি,PSP,Unk,PSP,PSP,O
44092,File-04,217,6,থেকে,NN,Unk,Unk,NN,O
44093,File-04,217,7,বাদপড়া,NNP,PSP,PSP,NNP,PER
44094,File-04,217,8,হেলেনা,NNP,Unk,Unk,NNP,PER
44095,File-04,217,9,জাহাঙ্গীরের,NN,Unk,Unk,NN,O
44096,File-04,217,10,বাসায়,NNP,Unk,NNP,NNP,PER
44097,File-04,217,11,অভিযান,NN,Unk,Unk,NN,O
44098,File-04,217,12,চালাচ্ছে,NN,Unk,Unk,NN,O
44099,File-04,217,13,র‌্যাব,NN,Unk,NN,NN,O
44100,File-04,217,14,।,VM,Unk,VM,VM,O
44101,File-04,218,1,বৃহস্পতিবার,JJ,Unk,JJ,JJ,O
44102,File-04,218,2,রাতে,NN,Unk,Unk,NN,O
44103,File-04,218,3,এই,NN,NN,NN,NN,O
44104,File-04,218,4,অভিযান,VM,DEM,DEM,VM,O
44105,File-04,218,5,শুরু,SYM,Unk,Unk,SYM,O
44106,File-04,218,6,হয়,NN,NN,NN,NN,O
44107,File-04,218,7,বলে,NNP,VM,VM,NNP,LOC
44108,File-04,218,8,যুগান্তরকে,NN,UT,NN,NN,O
44109,File-04,218,9,জানিয়েছেন,NN,Unk,NN,NN,O
44110,File-04,218,10,র‌্যাব,PSP,VM,PSP,PSP,O
44111,File-04,218,11,মিডিয়া,NN,Unk,Unk,NN,O
44112,File-04,218,12,উইংয়ের,NN,Unk,NN,NN,O
44113,File-04,218,13,সহকারী,NN,Unk,NN,NN,O
44114,File-04,218,14,পরিচালক,NNP,Unk,Unk,NNP,PER
44115,File-04,218,15,ইমরান,NNP,Unk,Unk,NNP,PER
44116,File-04,218,16,খান,NNP,Unk,Unk,NNP,PER
44117,File-04,218,17,।,NNP,NN,NN,NNP,ORG
44118,File-04,219,1,এর,PRP,Unk,PRP,PRP,O
44119,File-04,219,2,আগে,NN,PRP,PRP,NN,O
44120,File-04,219,3,বারবার,NN,NST,NST,NN,O
44121,File-04,219,4,দলের,VM,NN,VM,VM,O
44122,File-04,219,5,শৃঙ্খলা,VM,Unk,VM,VM,O
44123,File-04,219,6,ভঙ্গের,SYM,Unk,Unk,SYM,O
44124,File-04,219,7,অভিযোগে,NN,Unk,Unk,NN,O
44125,File-04,219,8,হেলেনা,NNP,Unk,NNP,NNP,PER
44126,File-04,219,9,জাহাঙ্গীরকে,NNP,Unk,NNP,NNP,PER
44127,File-04,219,10,নারী,JJ,Unk,Unk,JJ,O
44128,File-04,219,11,বিষয়ক,JJ,NN,JJ,JJ,O
44129,File-04,219,12,উপকমিটির,NN,Unk,Unk,NN,O
44130,File-04,219,13,সদস্য,NN,Unk,NN,NN,O
44131,File-04,219,14,পদ,NN,Unk,NN,NN,O
44132,File-04,219,15,থেকে,PSP,Unk,PSP,PSP,O
44133,File-04,219,16,অব্যাহতি,NN,PSP,NN,NN,O
44134,File-04,219,17,দেওয়া,VM,Unk,Unk,VM,O
44135,File-04,219,18,হয়,VM,VM,VM,VM,O
44136,File-04,219,19,।,SYM,VAUX,SYM,SYM,O
44137,File-04,220,1,জয়যাত্রা,NNP,Unk,NNP,NNP,ORG
44138,File-04,220,2,গ্রুপের,NN,Unk,Unk,NN,O
44139,File-04,220,3,কর্ণধার,NN,Unk,Unk,NN,O
44140,File-04,220,4,হেলেনা,NNP,Unk,NNP,NNP,PER
44141,File-04,220,5,জাহাঙ্গীর,NNP,Unk,Unk,NNP,PER
44142,File-04,220,6,নিজেকে,PRP,Unk,PRP,PRP,O
44143,File-04,220,7,আইপি,NN,Unk,NN,NN,O
44144,File-04,220,8,টিভি,NN,Unk,NN,NN,O
44145,File-04,220,9,ওনার্স,NN,Unk,Unk,NN,O
44146,File-04,220,10,অ্যাসোসিয়েশন,NN,Unk,Unk,NN,O
44147,File-04,220,11,অব,JJ,Unk,Unk,JJ,O
44148,File-04,220,12,বাংলাদেশের,NNP,Unk,NNP,NNP,LOC
44149,File-04,220,13,সভাপতি,NN,Unk,NN,NN,O
44150,File-04,220,14,হিসেবেও,PSP,Unk,PSP,PSP,O
44151,File-04,220,15,পরিচয়,NN,Unk,Unk,NN,O
44152,File-04,220,16,দেন,VM,NN,NN,VM,O
44153,File-04,220,17,।,SYM,Unk,SYM,SYM,O
44154,File-04,221,1,সম্প্রতি,JJ,Unk,Unk,JJ,O
44155,File-04,221,2,ফেসবুকে,NNP,Unk,Unk,NNP,O
44156,File-04,221,3,‘,SYM,Unk,SYM,SYM,O
44157,File-04,221,4,বাংলাদেশ,NNP,SYM,SYM,NNP,LOC
44158,File-04,221,5,আওয়ামী,NNP,Unk,Unk,NNP,ORG
44159,File-04,221,6,চাকরিজীবী,NN,Unk,NN,NN,O
44160,File-04,221,7,লীগ,NNP,Unk,Unk,NNP,ORG
44161,File-04,221,8,’,SYM,Unk,SYM,SYM,O
44162,File-04,221,9,নামের,NN,Unk,Unk,NN,O
44163,File-04,221,10,একটি,CD,Unk,CD,CD,O
44164,File-04,221,11,সংগঠনের,NN,QC,QC,NN,O
44165,File-04,221,12,সভাপতি,NN,Unk,NN,NN,O
44166,File-04,221,13,হিসেবে,PSP,Unk,PSP,PSP,O
44167,File-04,221,14,হেলেনা,NNP,PSP,PSP,NNP,PER
44168,File-04,221,15,জাহাঙ্গীরের,NNP,Unk,Unk,NNP,PER
44169,File-04,221,16,নাম,NN,Unk,NN,NN,O
44170,File-04,221,17,আসে,VM,NN,NN,VM,O
44171,File-04,221,18,।,SYM,VM,VM,SYM,O
44172,File-04,222,1,সেই,DT,Unk,DT,DT,O
44173,File-04,222,2,কারণেই,CC,DEM,CC,CC,O
44174,File-04,222,3,তাকে,PRP,Unk,PRP,PRP,O
44175,File-04,222,4,উপকমিটির,NN,PRP,PRP,NN,O
44176,File-04,222,5,পদ,NN,Unk,Unk,NN,O
44177,File-04,222,6,থেকে,PSP,Unk,Unk,PSP,O
44178,File-04,222,7,অব্যাহতি,NN,PSP,NN,NN,O
44179,File-04,222,8,দেওয়া,VM,Unk,VM,VM,O
44180,File-04,222,9,হয়,VM,VAUX,VM,VM,O
44181,File-04,222,10,বলে,VM,VM,VM,VM,O
44182,File-04,222,11,জানিয়েছেন,VM,UT,UT,VM,O
44183,File-04,222,12,আওয়ামী,NNP,VM,VM,NNP,ORG
44184,File-04,222,13,লীগের,NNP,Unk,NNP,NNP,ORG
44185,File-04,222,14,মহিলা,JJ,Unk,Unk,JJ,O
44186,File-04,222,15,বিষয়ক,JJ,Unk,Unk,JJ,O
44187,File-04,222,16,সম্পাদক,NN,Unk,NN,NN,O
44188,File-04,222,17,।,SYM,Unk,SYM,SYM,O
44189,File-04,223,1,‘,SYM,Unk,SYM,SYM,O
44190,File-04,223,2,চাকরিজীবী,NN,SYM,NN,NN,O
44191,File-04,223,3,লীগ,NNP,Unk,NNP,NNP,ORG
44192,File-04,223,4,’,SYM,Unk,SYM,SYM,O
44193,File-04,223,5,নামে,NN,Unk,Unk,NN,O
44194,File-04,223,6,সংগঠনটির,NN,NN,NN,NN,O
44195,File-04,223,7,পক্ষ,NN,Unk,NN,NN,O
44196,File-04,223,8,থেকে,PSP,NN,NN,PSP,O
44197,File-04,223,9,দাবি,NN,PSP,PSP,NN,O
44198,File-04,223,10,করা,VM,NN,VM,VM,O
